#Step   Etot   PotE Ktot  T
589 -0.034428 -1.682112  1.647685 1.65
590 -0.038657 -1.691246  1.652588 1.65
591 -0.047820 -1.704563  1.656743 1.66
592 -0.061153 -1.720847  1.659695 1.66
593 -0.077436 -1.738648  1.661211 1.66
594 -0.095224 -1.756529  1.661305 1.66
595 -0.113086 -1.773259  1.660173 1.66
596 -0.129798 -1.787900  1.658102 1.66
597 -0.144424 -1.799811  1.655387 1.66
598 -0.156324 -1.808594  1.652270 1.65
599 -0.165102 -1.814029  1.648928 1.65
600 -0.170534 -1.816005  1.645471 1.65
601 -0.172507 -1.814476  1.641969 1.64
602 -0.170975 -1.809456  1.638481 1.64
603 -0.165948 -1.801030  1.635083 1.64
