#Step   Etot   PotE Ktot  T
600 2.213175 -0.902931  3.116105 3.12
601 2.553397 -0.905595  3.458992 3.46
602 2.553199 -0.922812  3.476012 3.48
603 2.552955 -0.951528  3.504483 3.50
604 2.552712 -0.987754  3.540466 3.54
605 2.552488 -1.027331  3.579819 3.58
606 2.552294 -1.066300  3.618594 3.62
607 2.552152 -1.101159  3.653310 3.65
608 2.552083 -1.129214  3.681297 3.68
609 2.552097 -1.148927  3.701025 3.70
610 2.552179 -1.160056  3.712235 3.71
611 2.296460 -1.164064  3.460525 3.46
612 2.296570 -1.163456  3.460026 3.46
613 2.296660 -1.159708  3.456368 3.46
614 2.296722 -1.154084  3.450806 3.45
615 2.296754 -1.147481  3.444235 3.44
616 2.296761 -1.140409  3.437170 3.44
617 2.296745 -1.133033  3.429778 3.43
618 2.296704 -1.125198  3.421902 3.42
619 2.296638 -1.116414  3.413051 3.41
620 2.296549 -1.105846  3.402395 3.40
621 2.350463 -1.092102  3.442564 3.44
622 2.350380 -1.073886  3.424266 3.42
623 2.350345 -1.050285  3.400630 3.40
624 2.350381 -1.021121  3.371501 3.37
625 2.350491 -0.987271  3.337762 3.34
626 2.350655 -0.950700  3.301355 3.30
627 2.350835 -0.914142  3.264977 3.26
628 2.350993 -0.880546  3.231540 3.23
629 2.351105 -0.852500  3.203605 3.20
630 2.351162 -0.831846  3.183007 3.18
631 2.624574 -0.818001  3.442574 3.44
632 2.624548 -0.811021  3.435569 3.44
