#Step   Etot   PotE Ktot  T
377 0.818172 -1.464500  2.282673 2.28
378 0.818219 -1.434955  2.253173 2.25
379 0.818265 -1.406391  2.224656 2.22
380 0.818322 -1.379784  2.198105 2.20
381 0.818396 -1.356247  2.174643 2.17
382 0.818488 -1.337127  2.155614 2.16
383 0.818586 -1.323967  2.142553 2.14
384 0.818670 -1.318338  2.137008 2.14
385 0.818717 -1.321533  2.140250 2.14
386 0.818707 -1.334216  2.152923 2.15
387 0.818632 -1.356135  2.174766 2.17
388 0.818499 -1.386002  2.204501 2.20
389 0.818330 -1.421621  2.239951 2.24
390 0.818155 -1.460219  2.278375 2.28
391 0.818001 -1.498892  2.316893 2.32
392 0.817885 -1.535014  2.352899 2.35
393 0.817814 -1.566528  2.384342 2.38
394 0.817786 -1.592068  2.409854 2.41
395 0.817794 -1.610957  2.428751 2.43
396 0.817830 -1.623119  2.440949 2.44
397 0.817885 -1.628958  2.446843 2.45
398 0.817952 -1.629238  2.447190 2.45
399 0.818024 -1.624964  2.442988 2.44
400 0.818098 -1.617289  2.435387 2.44
401 0.818170 -1.607429  2.425599 2.43
402 0.818237 -1.596606  2.414843 2.41
403 0.818298 -1.585991  2.404290 2.40
404 0.818351 -1.576661  2.395013 2.40
405 0.818395 -1.569554  2.387949 2.39
406 0.818427 -1.565433  2.383860 2.38
407 0.818440 -1.564825  2.383265 2.38
408 0.818424 -1.567919  2.386343 2.39
409 0.818373 -1.574423  2.392796 2.39
410 0.818290 -1.583475  2.401764 2.40
411 0.818190 -1.593699  2.411888 2.41
412 0.818098 -1.603461  2.421558 2.42
413 0.818038 -1.611236  2.429274 2.43
414 0.818023 -1.615965  2.433987 2.43
415 0.818053 -1.617254  2.435307 2.44
416 0.818118 -1.615403  2.433521 2.43
417 0.818202 -1.611261  2.429463 2.43
418 0.818286 -1.605982  2.424267 2.42
419 0.818353 -1.600740  2.419093 2.42
420 0.818394 -1.596492  2.414886 2.41
421 0.818406 -1.593814  2.412220 2.41
422 0.818394 -1.592863  2.411256 2.41
423 0.818365 -1.593429  2.411794 2.41
424 0.818329 -1.595055  2.413385 2.41
425 0.818292 -1.597163  2.415455 2.42
426 0.818259 -1.599153  2.417412 2.42
427 0.818230 -1.600469  2.418699 2.42
428 0.818206 -1.600625  2.418831 2.42
429 0.818187 -1.599213  2.417400 2.42
430 0.818174 -1.595914  2.414088 2.41
431 0.818168 -1.590507  2.408675 2.41
432 0.818168 -1.582886  2.401054 2.40
433 0.818174 -1.573061  2.391235 2.39
434 0.818185 -1.561147  2.379332 2.38
435 0.818198 -1.547342  2.365540 2.37
436 0.818213 -1.531901  2.350114 2.35
437 0.818231 -1.515128  2.333359 2.33
438 0.818254 -1.497386  2.315639 2.32
439 0.818283 -1.479118  2.297401 2.30
440 0.818319 -1.460875  2.279194 2.28
441 0.818361 -1.443312  2.261673 2.26
442 0.818403 -1.427158  2.245562 2.25
443 0.818442 -1.413151  2.231593 2.23
444 0.818471 -1.401956  2.220427 2.22
445 0.818487 -1.394092  2.212579 2.21
446 0.818489 -1.389873  2.208362 2.21
447 0.818476 -1.389387  2.207863 2.21
448 0.818451 -1.392498  2.210949 2.21
449 0.818414 -1.398871  2.217285 2.22
450 0.818368 -1.407998  2.226365 2.23
451 0.818312 -1.419221  2.237532 2.24
452 0.818246 -1.431750  2.249996 2.25
453 0.818174 -1.444681  2.262855 2.26
454 0.818100 -1.457043  2.275143 2.28
455 0.818039 -1.467905  2.285944 2.29
456 0.818008 -1.476572  2.294579 2.29
457 0.818026 -1.482856  2.300882 2.30
458 0.818102 -1.487334  2.305436 2.31
459 0.818220 -1.491427  2.309648 2.31
460 0.818335 -1.497125  2.315461 2.32
461 0.818390 -1.506309  2.324699 2.32
462 0.818344 -1.519909  2.338253 2.34
463 0.818201 -1.537326  2.355527 2.36
464 0.818005 -1.556490  2.374495 2.37
465 0.817819 -1.574520  2.392339 2.39
466 0.817689 -1.588629  2.406318 2.41
467 0.817635 -1.596839  2.414474 2.41
468 0.817662 -1.598349  2.416011 2.42
469 0.817769 -1.593629  2.411397 2.41
470 0.817948 -1.584398  2.402346 2.40
471 0.818176 -1.573482  2.391658 2.39
472 0.818393 -1.564369  2.382762 2.38
473 0.818525 -1.560307  2.378832 2.38
474 0.818523 -1.563190  2.381714 2.38
475 0.818404 -1.572859  2.391263 2.39
476 0.818238 -1.587335  2.405573 2.41
477 0.818098 -1.603833  2.421931 2.42
478 0.818025 -1.619861  2.437886 2.44
479 0.818015 -1.633841  2.451856 2.45
480 0.818044 -1.645147  2.463191 2.46
481 0.818084 -1.653794  2.471878 2.47
482 0.818113 -1.660047  2.478161 2.48
483 0.818123 -1.664121  2.482243 2.48
484 0.818111 -1.666018  2.484130 2.48
485 0.818086 -1.665520  2.483605 2.48
