#Step   Etot   PotE Ktot  T
334 0.847339 -1.561109  2.408447 2.41
335 0.847513 -1.519295  2.366808 2.37
336 0.847611 -1.480870  2.328481 2.33
337 0.847594 -1.447622  2.295216 2.30
338 0.847481 -1.419582  2.267063 2.27
339 0.847339 -1.395307  2.242646 2.24
340 0.847242 -1.372851  2.220093 2.22
341 0.847234 -1.350842  2.198075 2.20
342 0.847322 -1.329163  2.176485 2.18
343 0.847482 -1.309094  2.156576 2.16
344 0.847665 -1.292953  2.140617 2.14
345 0.847808 -1.283366  2.131174 2.13
346 0.847854 -1.282343  2.130197 2.13
347 0.847775 -1.290428  2.138203 2.14
348 0.847591 -1.306297  2.153888 2.15
349 0.847361 -1.327054  2.174415 2.17
350 0.847151 -1.349073  2.196224 2.20
351 0.847004 -1.368965  2.215969 2.22
352 0.846932 -1.384244  2.231177 2.23
353 0.846926 -1.393549  2.240475 2.24
354 0.846965 -1.396526  2.243491 2.24
355 0.847030 -1.393563  2.240593 2.24
356 0.847109 -1.385521  2.232630 2.23
357 0.849720 -1.373643  2.223363 2.22
358 0.849807 -1.359059  2.208866 2.21
359 0.849894 -1.343117  2.193011 2.19
360 0.849979 -1.327196  2.177175 2.18
361 0.850060 -1.312658  2.162717 2.16
362 0.850129 -1.300791  2.150920 2.15
363 0.850182 -1.292719  2.142901 2.14
364 0.850215 -1.289314  2.139529 2.14
365 0.850226 -1.291134  2.141360 2.14
366 0.850217 -1.298396  2.148613 2.15
367 0.850190 -1.310985  2.161176 2.16
368 0.850147 -1.328486  2.178633 2.18
369 0.850088 -1.350199  2.200287 2.20
370 0.850012 -1.375148  2.225160 2.23
371 0.849921 -1.402081  2.252003 2.25
372 0.849820 -1.429508  2.279328 2.28
373 0.849719 -1.455782  2.305500 2.31
374 0.849629 -1.479256  2.328885 2.33
375 0.849564 -1.498479  2.348043 2.35
376 0.849536 -1.512403  2.361939 2.36
377 0.849554 -1.520565  2.370118 2.37
378 0.849619 -1.523208  2.372827 2.37
379 0.849726 -1.521310  2.371036 2.37
380 0.849860 -1.516488  2.366348 2.37
381 0.850001 -1.510776  2.360776 2.36
382 0.850120 -1.506282  2.356402 2.36
383 0.850193 -1.504786  2.354979 2.35
384 0.850204 -1.507359  2.357563 2.36
385 0.850149 -1.514113  2.364262 2.36
386 0.850043 -1.524167  2.374210 2.37
387 0.849910 -1.535843  2.385752 2.39
388 0.849780 -1.547043  2.396823 2.40
389 0.849680 -1.555708  2.405388 2.41
390 0.849626 -1.560217  2.409842 2.41
391 0.849623 -1.559643  2.409266 2.41
392 0.849669 -1.553862  2.403531 2.40
393 0.849755 -1.543518  2.393273 2.39
394 0.849867 -1.529885  2.379752 2.38
395 0.849988 -1.514666  2.364654 2.36
396 0.850098 -1.499713  2.349810 2.35
397 0.850173 -1.486707  2.336880 2.34
398 0.850199 -1.476831  2.327030 2.33
399 0.850169 -1.470518  2.320686 2.32
400 0.850093 -1.467370  2.317463 2.32
401 0.849993 -1.466308  2.316301 2.32
402 0.849899 -1.465892  2.315791 2.32
403 0.849833 -1.464742  2.314575 2.31
404 0.849812 -1.461897  2.311709 2.31
405 0.849838 -1.457051  2.306889 2.31
406 0.849905 -1.450602  2.300507 2.30
407 0.849993 -1.443527  2.293519 2.29
408 0.850081 -1.437115  2.287195 2.29
409 0.850151 -1.432651  2.282802 2.28
410 0.850191 -1.431135  2.281326 2.28
411 0.850199 -1.433108  2.283307 2.28
412 0.850178 -1.438611  2.288789 2.29
413 0.850134 -1.447222  2.297356 2.30
414 0.850073 -1.458153  2.308226 2.31
415 0.850002 -1.470356  2.320359 2.32
416 0.849931 -1.482650  2.332581 2.33
417 0.849865 -1.493843  2.343708 2.34
418 0.849811 -1.502852  2.352663 2.35
419 0.849772 -1.508798  2.358570 2.36
420 0.849754 -1.511082  2.360836 2.36
421 0.849760 -1.509452  2.359212 2.36
422 0.849794 -1.504068  2.353862 2.35
423 0.849859 -1.495552  2.345411 2.35
424 0.849953 -1.485018  2.334971 2.33
425 0.850069 -1.474030  2.324099 2.32
