#Step   Etot   PotE Ktot  T
427 2.558001 -0.791949  3.349951 3.35
428 2.557858 -0.812784  3.370642 3.37
429 2.557651 -0.842879  3.400531 3.40
430 2.557413 -0.879072  3.436485 3.44
431 2.557175 -0.917724  3.474899 3.47
432 2.556960 -0.955224  3.512183 3.51
433 2.556776 -0.988360  3.545136 3.55
434 2.556631 -1.014544  3.571175 3.57
435 2.556541 -1.031971  3.588513 3.59
436 2.556549 -1.039921  3.596470 3.60
437 2.556724 -1.039398  3.596121 3.60
438 2.557117 -1.034060  3.591176 3.59
439 2.557651 -1.030693  3.588343 3.59
440 2.558057 -1.037770  3.595828 3.60
441 2.447766 -1.061539  3.509306 3.51
442 2.447270 -1.102086  3.549356 3.55
443 2.446605 -1.151924  3.598528 3.60
444 2.446112 -1.200704  3.646816 3.65
445 2.445942 -1.240200  3.686142 3.69
446 2.446053 -1.266746  3.712800 3.71
447 2.446330 -1.280940  3.727271 3.73
448 2.446655 -1.286066  3.732721 3.73
449 2.446936 -1.286355  3.733291 3.73
450 2.447116 -1.285594  3.732710 3.73
451 2.447180 -1.286227  3.733407 3.73
452 2.447146 -1.289062  3.736209 3.74
453 2.447056 -1.293502  3.740558 3.74
454 2.446951 -1.298106  3.745057 3.75
455 2.446862 -1.301197  3.748059 3.75
456 2.446809 -1.301327  3.748136 3.75
457 2.446801 -1.297575  3.744376 3.74
458 2.446841 -1.289707  3.736549 3.74
459 2.446920 -1.278223  3.725144 3.73
460 2.447012 -1.264198  3.711211 3.71
461 2.221432 -1.249974  3.471406 3.47
462 2.221444 -1.236601  3.458046 3.46
463 2.221402 -1.224225  3.445627 3.45
464 2.221327 -1.212210  3.433537 3.43
465 2.221258 -1.199466  3.420724 3.42
466 2.221230 -1.184990  3.406220 3.41
467 2.221266 -1.168394  3.389659 3.39
468 2.221368 -1.150231  3.371599 3.37
469 2.221523 -1.132047  3.353570 3.35
470 2.221699 -1.116151  3.337850 3.34
471 2.221854 -1.105145  3.326999 3.33
472 2.221949 -1.101311  3.323260 3.32
473 2.221957 -1.106015  3.327972 3.33
474 2.221877 -1.119324  3.341201 3.34
475 2.221729 -1.139974  3.361703 3.36
476 2.221549 -1.165679  3.387228 3.39
477 2.221373 -1.193650  3.415023 3.42
478 2.221225 -1.221122  3.442347 3.44
479 2.221117 -1.245742  3.466859 3.47
480 2.221052 -1.265783  3.486835 3.49
481 2.219757 -1.280200  3.499957 3.50
482 2.219763 -1.288604  3.508367 3.51
483 2.219790 -1.291157  3.510947 3.51
484 2.219822 -1.288426  3.508248 3.51
485 2.219830 -1.281125  3.500955 3.50
486 2.219775 -1.269717  3.489492 3.49
487 2.219618 -1.253885  3.473503 3.47
488 2.219334 -1.232017  3.451351 3.45
489 2.218951 -1.201004  3.419955 3.42
490 2.218582 -1.156790  3.375371 3.38
491 2.218454 -1.096200  3.314654 3.31
492 2.218859 -1.020296  3.239155 3.24
493 2.219882 -0.938168  3.158050 3.16
494 2.221038 -0.867256  3.088294 3.09
495 2.221454 -0.825709  3.047163 3.05
496 2.220819 -0.820187  3.041006 3.04
497 2.219736 -0.841609  3.061345 3.06
498 2.218899 -0.873282  3.092181 3.09
499 2.218515 -0.901077  3.119592 3.12
500 2.218475 -0.917338  3.135813 3.14
501 2.568431 -0.918085  3.486516 3.49
502 2.568758 -0.902404  3.471162 3.47
503 2.569200 -0.875134  3.444335 3.44
504 2.569781 -0.843461  3.413241 3.41
505 2.570469 -0.816909  3.387378 3.39
506 2.571059 -0.806417  3.377475 3.38
507 2.571198 -0.820940  3.392137 3.39
508 2.570715 -0.862368  3.433083 3.43
509 2.569874 -0.923234  3.493108 3.49
510 2.569141 -0.990413  3.559553 3.56
511 2.568790 -1.051779  3.620570 3.62
512 2.568822 -1.100522  3.669344 3.67
513 2.569096 -1.135546  3.704642 3.70
514 2.569452 -1.159629  3.729081 3.73
515 2.569763 -1.177086  3.746849 3.75
516 2.569953 -1.191830  3.761783 3.76
517 2.570007 -1.206183  3.776191 3.78
518 2.569960 -1.220582  3.790542 3.79
519 2.569862 -1.233997  3.803860 3.80
520 2.569754 -1.244649  3.814403 3.81
521 2.240818 -1.251397  3.492215 3.49
522 2.240731 -1.254037  3.494768 3.49
523 2.240657 -1.251081  3.491738 3.49
524 2.240598 -1.241329  3.481927 3.48
525 2.240559 -1.223911  3.464471 3.46
526 2.240559 -1.198401  3.438960 3.44
527 2.240622 -1.165058  3.405680 3.41
528 2.240772 -1.125173  3.365945 3.37
529 2.241017 -1.081380  3.322397 3.32
530 2.241331 -1.037697  3.279028 3.28
531 2.241649 -0.999089  3.240738 3.24
532 2.241887 -0.970470  3.212357 3.21
533 2.241979 -0.955456  3.197435 3.20
534 2.241918 -0.955418  3.197336 3.20
535 2.241755 -0.969363  3.211117 3.21
536 2.241561 -0.994646  3.236207 3.24
537 2.241390 -1.028015  3.269405 3.27
538 2.241260 -1.066424  3.307684 3.31
539 2.241167 -1.107378  3.348546 3.35
540 2.241099 -1.148922  3.390021 3.39
541 2.336596 -1.189782  3.526377 3.53
542 2.336564 -1.227858  3.564422 3.56
543 2.336551 -1.262253  3.598803 3.60
544 2.336558 -1.292412  3.628970 3.63
545 2.336580 -1.318129  3.654708 3.65
546 2.336601 -1.339436  3.676037 3.68
547 2.336604 -1.356391  3.692995 3.69
548 2.336578 -1.368824  3.705402 3.71
549 2.336529 -1.376196  3.712726 3.71
550 2.336477 -1.377678  3.714155 3.71
551 2.336446 -1.372429  3.708875 3.71
552 2.336456 -1.359975  3.696432 3.70
553 2.336515 -1.340495  3.677010 3.68
554 2.336616 -1.314929  3.651544 3.65
555 2.336742 -1.284879  3.621621 3.62
556 2.336876 -1.252383  3.589259 3.59
557 2.337004 -1.219638  3.556642 3.56
558 2.337117 -1.188777  3.525893 3.53
559 2.337209 -1.161709  3.498918 3.50
560 2.337276 -1.140018  3.477294 3.48
561 2.345580 -1.124817  3.470397 3.47
562 2.345567 -1.116689  3.462256 3.46
563 2.345506 -1.115503  3.461009 3.46
564 2.345403 -1.120363  3.465766 3.47
565 2.345279 -1.129717  3.474995 3.47
566 2.345157 -1.141654  3.486811 3.49
567 2.345060 -1.154279  3.499339 3.50
568 2.344995 -1.166032  3.511028 3.51
569 2.344961 -1.175837  3.520798 3.52
570 2.344945 -1.183085  3.528030 3.53
571 2.344941 -1.187509  3.532450 3.53
572 2.344950 -1.189084  3.534033 3.53
573 2.344985 -1.188059  3.533044 3.53
574 2.345068 -1.185148  3.530217 3.53
575 2.345214 -1.181802  3.527015 3.53
576 2.345412 -1.180369  3.525781 3.53
577 2.345621 -1.183908  3.529529 3.53
578 2.345772 -1.195519  3.541291 3.54
579 2.345804 -1.217345  3.563149 3.56
580 2.345694 -1.249673  3.595367 3.60
581 2.235672 -1.290263  3.525935 3.53
582 2.235398 -1.336281  3.571678 3.57
583 2.235130 -1.383242  3.618372 3.62
584 2.234907 -1.426696  3.661603 3.66
585 2.234742 -1.462842  3.697584 3.70
586 2.234635 -1.488797  3.723432 3.72
587 2.234577 -1.502635  3.737213 3.74
588 2.234565 -1.503311  3.737876 3.74
589 2.234597 -1.490608  3.725205 3.73
590 2.234681 -1.465138  3.699819 3.70
591 2.234827 -1.428430  3.663257 3.66
592 2.235041 -1.383049  3.618091 3.62
593 2.235317 -1.332641  3.567957 3.57
594 2.235623 -1.281767  3.517390 3.52
595 2.235907 -1.235401  3.471309 3.47
596 2.236102 -1.198085  3.434187 3.43
597 2.236154 -1.172929  3.409083 3.41
598 2.236048 -1.160831  3.396879 3.40
599 2.235819 -1.160270  3.396089 3.40
600 2.235533 -1.167801  3.403334 3.40
601 2.317487 -1.178947  3.496434 3.50
602 2.317272 -1.189067  3.506339 3.51
603 2.317138 -1.194741  3.511879 3.51
604 2.317082 -1.193799  3.510881 3.51
605 2.317088 -1.185318  3.502406 3.50
606 2.317139 -1.169418  3.486556 3.49
607 2.317218 -1.147007  3.464225 3.46
608 2.317317 -1.119554  3.436871 3.44
609 2.317427 -1.088916  3.406344 3.41
610 2.317537 -1.057179  3.374716 3.37
611 2.317630 -1.026453  3.344084 3.34
612 2.317691 -0.998606  3.316297 3.32
613 2.317711 -0.975005  3.292716 3.29
614 2.317697 -0.956387  3.274084 3.27
615 2.317668 -0.942942  3.260610 3.26
616 2.317644 -0.934571  3.252215 3.25
617 2.317635 -0.931169  3.248804 3.25
618 2.317639 -0.932778  3.250416 3.25
619 2.317642 -0.939562  3.257204 3.26
620 2.317618 -0.951601  3.269220 3.27
621 2.533884 -0.968266  3.502151 3.50
622 2.533726 -0.987115  3.520841 3.52
623 2.533499 -1.005812  3.539311 3.54
624 2.533257 -1.021103  3.554360 3.55
625 2.533093 -1.029647  3.562739 3.56
626 2.533096 -1.029343  3.562438 3.56
627 2.533312 -1.020618  3.553930 3.55
628 2.533695 -1.006997  3.540693 3.54
629 2.534103 -0.994329  3.528432 3.53
630 2.534356 -0.988654  3.523010 3.52
631 2.534344 -0.993597  3.527941 3.53
632 2.534100 -1.008813  3.542913 3.54
