#Step   Etot   PotE Ktot  T
489 1.600995 -1.244393  2.845388 2.85
490 1.581462 -1.242300  2.823761 2.82
491 1.562471 -1.243225  2.805696 2.81
492 1.544061 -1.244976  2.789037 2.79
493 1.526266 -1.245403  2.771669 2.77
494 1.509106 -1.242956  2.752062 2.75
495 1.492593 -1.236868  2.729460 2.73
496 1.476740 -1.227055  2.703795 2.70
497 1.461563 -1.213946  2.675509 2.68
498 1.447081 -1.198324  2.645405 2.65
499 1.433309 -1.181247  2.614556 2.61
500 1.420254 -1.163978  2.584232 2.58
501 1.407911 -1.147906  2.555817 2.56
502 1.396265 -1.134396  2.530662 2.53
503 1.385292 -1.124606  2.509898 2.51
504 1.374965 -1.119291  2.494255 2.49
505 1.365264 -1.118672  2.483936 2.48
506 1.356175 -1.122425  2.478600 2.48
507 1.347696 -1.129786  2.477482 2.48
508 1.339827 -1.139767  2.479594 2.48
509 1.332569 -1.151399  2.483969 2.48
510 1.325922 -1.163924  2.489847 2.49
511 1.319876 -1.176879  2.496755 2.50
512 1.314417 -1.190045  2.504462 2.50
513 1.309527 -1.203290  2.512817 2.51
514 1.305195 -1.216375  2.521570 2.52
515 1.301419 -1.228831  2.530250 2.53
516 1.298208 -1.239968  2.538177 2.54
517 1.295578 -1.249027  2.544606 2.54
518 1.293546 -1.255411  2.548956 2.55
519 1.292121 -1.258913  2.551034 2.55
520 1.291309 -1.259866  2.551175 2.55
521 1.291105 -1.259174  2.550279 2.55
522 1.291495 -1.258216  2.549712 2.55
523 1.292460 -1.258632  2.551092 2.55
524 1.293975 -1.262011  2.555987 2.56
525 1.296022 -1.269533  2.565555 2.57
526 1.298595 -1.281673  2.580268 2.58
527 1.301713 -1.298113  2.599826 2.60
528 1.305415 -1.317983  2.623397 2.62
529 1.309741 -1.340396  2.650137 2.65
530 1.314710 -1.365028  2.679738 2.68
531 1.320296 -1.392360  2.712655 2.71
532 1.326433 -1.423324  2.749758 2.75
533 1.333060 -1.458441  2.791501 2.79
534 1.340156 -1.496976  2.837132 2.84
535 1.347753 -1.536721  2.884474 2.88
536 1.355907 -1.574585  2.930491 2.93
537 1.364646 -1.607590  2.972236 2.97
538 1.373957 -1.633689  3.007646 3.01
539 1.383792 -1.652096  3.035887 3.04
540 1.394085 -1.663170  3.057255 3.06
541 1.404773 -1.668045  3.072818 3.07
542 1.415801 -1.668189  3.083990 3.08
543 1.427131 -1.665031  3.092162 3.09
544 1.438741 -1.659703  3.098444 3.10
545 1.450625 -1.652937  3.103561 3.10
546 1.462783 -1.645101  3.107884 3.11
547 1.475222 -1.636324  3.111546 3.11
548 1.487947 -1.626660  3.114607 3.11
549 1.500958 -1.616222  3.117180 3.12
550 1.514249 -1.605247  3.119496 3.12
551 1.527809 -1.594061  3.121870 3.12
