#Step   Etot   PotE Ktot  T
242 0.818549 -1.333801  2.152351 2.15
243 0.818491 -1.338136  2.156627 2.16
244 0.818400 -1.345913  2.164312 2.16
245 0.818292 -1.355756  2.174048 2.17
246 0.818189 -1.366048  2.184237 2.18
247 0.818110 -1.375242  2.193352 2.19
248 0.818064 -1.382142  2.200206 2.20
249 0.818053 -1.386066  2.204119 2.20
250 0.818070 -1.386875  2.204945 2.20
251 0.818102 -1.384865  2.202966 2.20
252 0.818136 -1.380587  2.198723 2.20
253 0.818169 -1.374679  2.192848 2.19
254 0.818204 -1.367789  2.185993 2.19
255 0.818252 -1.360626  2.178878 2.18
256 0.818321 -1.354089  2.172411 2.17
257 0.818411 -1.349374  2.167784 2.17
258 0.818505 -1.347928  2.166433 2.17
259 0.818578 -1.351217  2.169796 2.17
260 0.818606 -1.360335  2.178941 2.18
261 0.818576 -1.375649  2.194225 2.19
262 0.818495 -1.396628  2.215123 2.22
263 0.818382 -1.421941  2.240323 2.24
264 0.818259 -1.449739  2.267998 2.27
265 0.818144 -1.477996  2.296140 2.30
266 0.818047 -1.504793  2.322840 2.32
267 0.817973 -1.528496  2.346469 2.35
268 0.817926 -1.547859  2.365785 2.37
269 0.817908 -1.562091  2.379999 2.38
270 0.817924 -1.570909  2.388834 2.39
271 0.817978 -1.574600  2.392578 2.39
272 0.818069 -1.574062  2.392131 2.39
273 0.818190 -1.570787  2.388977 2.39
274 0.818322 -1.566713  2.385035 2.39
275 0.818435 -1.563919  2.382354 2.38
276 0.818501 -1.564182  2.382684 2.38
277 0.818501 -1.568543  2.387043 2.39
278 0.818431 -1.577011  2.395442 2.40
279 0.818308 -1.588544  2.406851 2.41
280 0.818157 -1.601273  2.419430 2.42
281 0.818006 -1.612904  2.430910 2.43
282 0.817879 -1.621137  2.439016 2.44
283 0.817790 -1.624037  2.441827 2.44
284 0.817748 -1.620287  2.438035 2.44
285 0.817758 -1.609335  2.427093 2.43
286 0.817821 -1.591468  2.409288 2.41
287 0.817935 -1.567822  2.385757 2.39
288 0.818092 -1.540348  2.358440 2.36
289 0.818274 -1.511657  2.329931 2.33
290 0.818445 -1.484703  2.303148 2.30
291 0.818562 -1.462236  2.280799 2.28
292 0.818590 -1.446155  2.264746 2.26
293 0.818520 -1.436989  2.255509 2.26
294 0.818375 -1.433764  2.252140 2.25
295 0.818205 -1.434372  2.252577 2.25
296 0.818058 -1.436266  2.254324 2.25
297 0.817971 -1.437218  2.255189 2.26
298 0.817956 -1.435864  2.253819 2.25
299 0.818003 -1.431903  2.249907 2.25
300 0.818090 -1.425982  2.244073 2.24
301 0.818192 -1.419355  2.237547 2.24
302 0.818290 -1.413516  2.231806 2.23
303 0.818377 -1.409921  2.228299 2.23
304 0.818453 -1.409860  2.228313 2.23
305 0.818513 -1.414409  2.232922 2.23
306 0.818552 -1.424373  2.242924 2.24
307 0.818561 -1.440189  2.258750 2.26
308 0.818537 -1.461815  2.280352 2.28
309 0.818482 -1.488674  2.307157 2.31
310 0.818408 -1.519714  2.338121 2.34
311 0.818325 -1.553549  2.371874 2.37
312 0.818246 -1.588658  2.406904 2.41
313 0.818178 -1.623553  2.441731 2.44
314 0.818123 -1.656903  2.475026 2.48
315 0.818082 -1.687589  2.505672 2.51
316 0.818056 -1.714731  2.532787 2.53
317 0.818044 -1.737689  2.555733 2.56
318 0.818047 -1.756072  2.574119 2.57
319 0.818063 -1.769737  2.587800 2.59
320 0.818092 -1.778783  2.596875 2.60
321 0.818127 -1.783512  2.601639 2.60
322 0.818164 -1.784358  2.602522 2.60
323 0.818197 -1.781811  2.600008 2.60
324 0.818223 -1.776328  2.594551 2.59
325 0.818242 -1.768284  2.586526 2.59
326 0.818257 -1.757973  2.576230 2.58
327 0.818274 -1.745649  2.563923 2.56
328 0.818296 -1.731596  2.549892 2.55
329 0.818324 -1.716180  2.534504 2.53
330 0.818353 -1.699854  2.518208 2.52
331 0.818378 -1.683100  2.501478 2.50
332 0.818387 -1.666319  2.484706 2.48
333 0.818377 -1.649710  2.468086 2.47
334 0.818345 -1.633185  2.451530 2.45
335 0.818298 -1.616365  2.434663 2.43
336 0.818244 -1.598655  2.416899 2.42
337 0.818194 -1.579385  2.397578 2.40
338 0.818157 -1.557971  2.376128 2.38
339 0.818141 -1.534065  2.352206 2.35
340 0.818148 -1.507660  2.325808 2.33
341 0.818178 -1.479135  2.297313 2.30
342 0.818226 -1.449256  2.267482 2.27
