#Step   Etot   PotE Ktot  T
273 0.818104 -1.524530  2.342634 2.34
274 0.818169 -1.513259  2.331428 2.33
275 0.818254 -1.501144  2.319398 2.32
276 0.818341 -1.489571  2.307913 2.31
277 0.818405 -1.479928  2.298333 2.30
278 0.818425 -1.473225  2.291650 2.29
279 0.818393 -1.469793  2.288186 2.29
280 0.818325 -1.469190  2.287515 2.29
281 0.818244 -1.470399  2.288644 2.29
282 0.818178 -1.472200  2.290378 2.29
283 0.818141 -1.473547  2.291688 2.29
284 0.818137 -1.473819  2.291956 2.29
285 0.818162 -1.472887  2.291049 2.29
286 0.818205 -1.471059  2.289264 2.29
287 0.818257 -1.468938  2.287195 2.29
288 0.818306 -1.467267  2.285574 2.29
289 0.818345 -1.466771  2.285117 2.29
290 0.818368 -1.468022  2.286390 2.29
291 0.818369 -1.471337  2.289706 2.29
292 0.818351 -1.476722  2.295073 2.30
293 0.818317 -1.483876  2.302193 2.30
294 0.818274 -1.492250  2.310524 2.31
295 0.818231 -1.501146  2.319377 2.32
296 0.818192 -1.509832  2.328024 2.33
297 0.818162 -1.517636  2.335798 2.34
298 0.818143 -1.524011  2.342154 2.34
299 0.818133 -1.528563  2.346696 2.35
300 0.818133 -1.531048  2.349181 2.35
301 0.818140 -1.531365  2.349504 2.35
302 0.818153 -1.529533  2.347686 2.35
303 0.818171 -1.525681  2.343852 2.34
304 0.818193 -1.520022  2.338215 2.34
305 0.818216 -1.512837  2.331053 2.33
306 0.818238 -1.504444  2.322683 2.32
307 0.818260 -1.495178  2.313438 2.31
308 0.818281 -1.485371  2.303652 2.30
309 0.818302 -1.475359  2.293661 2.29
310 0.818324 -1.465487  2.283810 2.28
311 0.818348 -1.456129  2.274477 2.27
312 0.818374 -1.447700  2.266075 2.27
313 0.818402 -1.440649  2.259051 2.26
314 0.818427 -1.435435  2.253863 2.25
315 0.818448 -1.432484  2.250933 2.25
316 0.818462 -1.432138  2.250599 2.25
317 0.818464 -1.434599  2.253062 2.25
318 0.818453 -1.439884  2.258336 2.26
319 0.818427 -1.447788  2.266215 2.27
320 0.818388 -1.457874  2.276262 2.28
321 0.818339 -1.469492  2.287831 2.29
322 0.818284 -1.481835  2.300119 2.30
323 0.818228 -1.494007  2.312235 2.31
324 0.818174 -1.505105  2.323279 2.32
325 0.818124 -1.514283  2.332407 2.33
326 0.818081 -1.520796  2.338877 2.34
327 0.818045 -1.524042  2.342088 2.34
328 0.818022 -1.523600  2.341622 2.34
329 0.818019 -1.519302  2.337321 2.34
330 0.818047 -1.511358  2.329405 2.33
331 0.818119 -1.500514  2.318632 2.32
332 0.818239 -1.488204  2.306442 2.31
333 0.818389 -1.476564  2.294953 2.29
334 0.818528 -1.468128  2.286655 2.29
335 0.818597 -1.465162  2.283760 2.28
336 0.818564 -1.468843  2.287407 2.29
337 0.818438 -1.478741  2.297179 2.30
338 0.818274 -1.492992  2.311266 2.31
339 0.818131 -1.509063  2.327194 2.33
340 0.818048 -1.524643  2.342691 2.34
341 0.818029 -1.538227  2.356256 2.36
342 0.818057 -1.549240  2.367297 2.37
343 0.818110 -1.557835  2.375945 2.38
344 0.818165 -1.564569  2.382734 2.38
345 0.818209 -1.570097  2.388306 2.39
346 0.818230 -1.574939  2.393170 2.39
347 0.818226 -1.579339  2.397565 2.40
348 0.818197 -1.583194  2.401390 2.40
349 0.818147 -1.586061  2.404207 2.40
350 0.818085 -1.587229  2.405314 2.41
351 0.818026 -1.585862  2.403888 2.40
352 0.817983 -1.581193  2.399176 2.40
353 0.817974 -1.572754  2.390728 2.39
354 0.818011 -1.560613  2.378624 2.38
355 0.818102 -1.545563  2.363665 2.36
356 0.818242 -1.529210  2.347452 2.35
357 0.818408 -1.513867  2.332274 2.33
358 0.818559 -1.502179  2.320738 2.32
359 0.818651 -1.496518  2.315169 2.32
360 0.818654 -1.498314  2.316968 2.32
361 0.818570 -1.507625  2.326195 2.33
362 0.818432 -1.523168  2.341601 2.34
363 0.818283 -1.542781  2.361063 2.36
364 0.818156 -1.564051  2.382207 2.38
365 0.818069 -1.584852  2.402921 2.40
366 0.818021 -1.603607  2.421628 2.42
367 0.818001 -1.619313  2.437315 2.44
368 0.817998 -1.631414  2.449411 2.45
369 0.818000 -1.639627  2.457628 2.46
370 0.818006 -1.643820  2.461826 2.46
371 0.818015 -1.643946  2.461961 2.46
372 0.818031 -1.640060  2.458091 2.46
373 0.818058 -1.632366  2.450424 2.45
374 0.818097 -1.621265  2.439362 2.44
375 0.818144 -1.607362  2.425506 2.43
376 0.818194 -1.591424  2.409619 2.41
377 0.818243 -1.574301  2.392543 2.39
378 0.818285 -1.556839  2.375124 2.38
379 0.818322 -1.539830  2.358153 2.36
380 0.818358 -1.524002  2.342360 2.34
381 0.818396 -1.510061  2.328457 2.33
382 0.818440 -1.498749  2.317189 2.32
383 0.818490 -1.490877  2.309367 2.31
384 0.818538 -1.487302  2.305840 2.31
385 0.818576 -1.488824  2.307399 2.31
386 0.818591 -1.496036  2.314627 2.31
387 0.818576 -1.509161  2.327737 2.33
388 0.818529 -1.527931  2.346460 2.35
389 0.818452 -1.551551  2.370003 2.37
390 0.818354 -1.578751  2.397105 2.40
391 0.818245 -1.607908  2.426153 2.43
392 0.818135 -1.637204  2.455339 2.46
393 0.818033 -1.664798  2.482831 2.48
394 0.817950 -1.688985  2.506935 2.51
395 0.817892 -1.708349  2.526241 2.53
396 0.817864 -1.721878  2.539742 2.54
397 0.817866 -1.729043  2.546909 2.55
398 0.817895 -1.729812  2.547708 2.55
399 0.817945 -1.724615  2.542560 2.54
400 0.818004 -1.714231  2.532235 2.53
401 0.818059 -1.699629  2.517688 2.52
402 0.818095 -1.681764  2.499859 2.50
